ship,name,entry,date_from,date_to,conf,anchorage,offshore
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1796,1796,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Bodega,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Pedro,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Luis Obispo,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1806,1806,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Cruz,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Juan Capistrano,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Pedro,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Cruz,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Pedro,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Refugio,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Bodega,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Refugio,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Farallones,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Bodega,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Bodega,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Loreto,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Monterey,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Refugio,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Bodega,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Diego,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Blas,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Juan Capistrano,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Luis Obispo,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Catalina I.,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Cruz,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Pedro,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Quintín,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Simeón,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Santa Bárbara,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Fort Ross,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,Trinidad,False
loo choo,Loo Choo,"Loo Choo, 1847",1824,1824,year,San Francisco,False
